"","TAXON","ORDER","FAMILY","HYP","LOP","FCT_HOD","FCT_AL","FCT_OL","FCT_SF","FCT_OT","FCT_CM","last_checked","last_update","FaName"
"223","Hylochoerus meinertzhageni","Artiodactyla","Suidae",2,0,2,0,1,1,0,1,NA,NA,"Hylochoerus_meinertzhageni"
"224","Phacochoerus aethiopicus","Artiodactyla","Suidae",3,0,3,0,0,0,1,1,NA,NA,"Phacochoerus_aethiopicus"
"225","Phacochoerus africanus","Artiodactyla","Suidae",3,0,3,0,0,0,1,1,NA,NA,"Phacochoerus_africanus"
"226","Potamochoerus larvatus","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Potamochoerus_larvatus"
"227","Potamochoerus porcus","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Potamochoerus_porcus"
"228","Sus ahoenobarbus","Artiodactyla","Suidae",1,NA,1,0,0,1,0,0,NA,NA,"Sus_ahoenobarbus"
"229","Sus barbatus","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_barbatus"
"230","Sus bucculentus","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_bucculentus"
"231","Sus cebifrons","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_cebifrons"
"232","Sus celebensis","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_celebensis"
"233","Sus oliveri","Artiodactyla","Suidae",1,NA,1,0,0,1,0,0,NA,NA,"Sus_oliveri"
"234","Sus philippensis","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_philippensis"
"235","Sus salvanius","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_salvanius"
"236","Sus scrofa","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_scrofa"
"237","Sus verrucosus","Artiodactyla","Suidae",1,0,1,0,0,1,0,0,NA,NA,"Sus_verrucosus"
"238","Catagonus wagneri","Artiodactyla","Tayassuidae",1,0,1,0,0,1,0,0,NA,NA,"Catagonus_wagneri"
"239","Pecari tajacu","Artiodactyla","Tayassuidae",1,0,1,0,0,1,0,0,NA,NA,"Pecari_tajacu"
"240","Tayassu pecari","Artiodactyla","Tayassuidae",1,0,1,0,0,1,0,0,NA,NA,"Tayassu_pecari"
